GenomeID	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster	GenomeID	clust_0.1	clust_0.09	clust_0.08	clust_0.07	clust_0.06	clust_0.05	clust_0.04	clust_0.03	clust_0.02	clust_0.01	clust_0
AP010805	1	190974	62.95883209	rep_cluster_647	002102__AP017658_00105	MOBP	NC_014007_00175	MPF_F	NC_014007_00102,NC_014007_00106,NC_014007_00109,NC_014007_00110,NC_014007_00114,NC_014007_00120,NC_014007_00164,NC_014007_00169,NC_014007_00174	-	-	Conjugative	AP010805	0	5153	AP010805	2553	2675	2778	2894	3011	3146	3332	3536	3785	4134	5525
AP010806	1	31776	63.68957704	rep_cluster_754	002232__NC_019376_00020	MOBQ	NC_020542_00048	MPF_T	NC_014005_00036	-	-	Conjugative	AP010806	0	3202	AP010806	3824	4020	4235	4473	4734	5013	5380	5794	6266	6921	9322
AP010807	1	5398	60.9855502	rep_cluster_1833	001259__CP005093	MOBQ	NC_014009_00003	-	-	-	-	Mobilizable	AP010807	0	5461	AP010807	2317	2423	2518	2624	2727	2851	3016	3205	3441	3776	5112
AP010873	1	9139	27.57413284	rep_cluster_1334	000653__AP010873_00001	-	-	-	-	-	-	Non-mobilizable	AP010873	0	8148	AP010873	5210	5507	5868	6280	6754	7301	7973	8796	9849	11401	17038
AP010905	1	58704	58.02500681	-	-	-	-	-	-	-	-	Non-mobilizable	AP010905	0	7443	AP010905	675	698	722	741	764	783	805	828	858	907	1193
AP010906	1	8867	37.1715349	-	-	-	-	-	-	-	-	Non-mobilizable	AP010906	0	8149	AP010906	5211	5508	5869	6281	6755	7302	7974	8797	9850	11402	17039
AP010952	1	261596	65.88174131	rep_cluster_1806	001227__CP007798_00001	MOBP	NC_013860_00088	-	-	-	-	Mobilizable	AP010952	0	6385	AP010952	1637	1707	1762	1838	1901	1967	2058	2167	2320	2539	3566
AP011122	1	191799	53.36211346	-	-	MOBP	NC_013210_00118	-	-	-	-	Mobilizable	AP011122	0	4376	AP011122	3105	3250	3388	3539	3706	3882	4127	4392	4709	5164	6880
AP011123	1	182940	53.4967749	rep_cluster_1288	000606__CP021511_00156	MOBP	NC_013210_00118	MPF_I	NC_013211_00105,NC_013211_00112	-	-	Conjugative	AP011123	0	4375	AP011123	3104	3249	3387	3538	3705	3881	4125	4390	4706	5161	6874
AP011124	1	49961	53.88202798	rep_cluster_762	002241__CP019879	MOBP,MOBQ	NC_013210_00118,NC_016028_00030	-	-	-	-	Mobilizable	AP011124	0	2767	AP011124	4033	4245	4484	4754	5041	5362	5777	6256	6799	7593	10506
AP011125	1	3204	53.74531835	-	-	MOBQ	NC_013213_00002	-	-	-	-	Mobilizable	AP011125	0	8135	AP011125	5199	5496	5857	6269	6743	7290	7962	8785	9838	11390	17027
AP011126	1	3035	55.78253707	-	-	-	-	-	-	-	-	Non-mobilizable	AP011126	0	7021	AP011126	1085	1131	1164	1210	1249	1291	1342	1406	1494	1633	2254
AP011127	1	1815	58.56749311	-	-	-	-	-	-	-	-	Non-mobilizable	AP011127	0	7484	AP011127	633	656	680	697	720	739	760	781	809	855	1139
AP011530	1	308544	24.46360973	rep_cluster_145	000791__AP011530_00235	-	-	MPF_I	NC_013940_00030	-	-	Non-mobilizable	AP011530	0	8150	AP011530	5212	5509	5870	6282	6756	7303	7975	8798	9851	11403	17040
AP011542	1	5838	40.75025694	Col(SD853)	NC_015392	MOBV,MOBV	NC_005311_00009,LN999830_00004	-	-	-	-	Mobilizable	AP011542	0	517	AP011542	4844	5134	5482	5882	6332	6858	7496	8274	9269	10742	16166
AP011942	1	9129	34.1329828	rep_cluster_137	000697__KM583812_00001	MOBP	NC_014257_00004	-	-	-	-	Mobilizable	AP011942	0	3468	AP011942	3659	3846	4041	4268	4509	4770	5116	5512	5961	6586	8842
AP011944	1	2637	36.74630262	rep_cluster_60	002034__AP011944_00001	-	-	-	-	-	-	Non-mobilizable	AP011944	0	4728	AP011944	2855	2985	3102	3229	3375	3529	3742	3972	4247	4639	6170
AP011958	1	106510	53.46915783	IncFII,IncFIB	000114__CP015527,000101__NZ_CP012345_00042	MOBF	NC_007208_00043	MPF_F	NC_022651_00077,NC_019002_00072,NC_019094_00090,NC_019112_00063,NC_013437_00116,NC_017054_00095,NC_017054_00096,NC_017054_00098,NC_017054_00100,NC_014615_00033,NC_003277_00107,NC_021155_00062	-	-	Conjugative	AP011958	0	19	AP011958	4755	5035	5365	5745	6168	6659	7255	7970	8864	10141	15006
AP011959	1	8670	60.94579008	IncQ1	000192__AM183225_00009	MOBQ	CP022499	-	-	MOBQ	KU674895	Mobilizable	AP011959	0	184	AP011959	4880	5173	5528	5929	6384	6913	7558	8339	9338	10817	16279
AP012043	1	1729	60.90225564	-	-	-	-	-	-	-	-	Non-mobilizable	AP012043	0	8151	AP012043	5213	5510	5871	6283	6757	7304	7976	8799	9852	11404	17041
AP012045	1	60586	43.32849173	-	-	MOBP	AP012045_00030	MPF_T	NC_016046_00033,NC_016046_00036	-	-	Conjugative	AP012045	0	8152	AP012045	5214	5511	5872	6284	6758	7305	7977	8800	9853	11405	17042
AP012049	1	1989	46.60633484	Inc13	000056__AP012049_00002	-	-	-	-	-	-	Non-mobilizable	AP012049	0	8153	AP012049	5215	5512	5873	6285	6759	7306	7978	8801	9854	11406	17043
AP012158	1	14902	35.97503691	-	-	-	-	-	-	-	-	Non-mobilizable	AP012158	0	8154	AP012158	5216	5513	5874	6286	6760	7307	7979	8802	9855	11407	17044
AP012168	1	42449	41.12935523	rep_cluster_707	002174__CP006038_00005	MOBQ	NC_006377_00033	MPF_T	NC_011839_00038,NC_011352_00013	-	-	Conjugative	AP012168	0	4339	AP012168	3121	3266	3406	3559	3732	3912	4160	4426	4743	5198	6919
AP012169	1	35388	39.5529558	-	-	MOBQ	NC_020821_00023	-	-	-	-	Mobilizable	AP012169	0	2813	AP012169	3581	3760	3952	4168	4400	4647	4976	5358	5791	6397	8607
AP012170	1	35340	36.85625354	rep_cluster_778	002255__CP003044_00001	MOBQ	NC_006377_00033	-	-	-	-	Mobilizable	AP012170	0	7083	AP012170	1015	1058	1090	1132	1168	1206	1252	1311	1395	1527	2132
AP012171	1	25335	41.3104401	rep_cluster_731	002182__CP018327	MOBQ	NC_006377_00033	-	-	-	-	Mobilizable	AP012171	0	2816	AP012171	3204	3356	3511	3673	3860	4047	4309	4590	4924	5392	7156
AP012172	1	17882	39.62084778	rep_cluster_731	002182__CP018327	-	-	-	-	-	-	Non-mobilizable	AP012172	0	4242	AP012172	3176	3326	3477	3637	3821	4008	4267	4543	4869	5330	7079
AP012173	1	11627	35.69278404	-	-	MOBQ	NC_020825_00004	-	-	-	-	Mobilizable	AP012173	0	7703	AP012173	448	464	478	488	501	509	521	537	556	596	852
AP012174	1	10300	35.76699029	rep_cluster_2119	CP005948	-	-	-	-	-	-	Non-mobilizable	AP012174	0	3005	AP012174	3949	4154	4385	4640	4913	5210	5595	6028	6518	7190	9679
AP012175	1	8556	34.40860215	rep_cluster_1058	000300__NC_008499_00039	-	-	-	-	-	-	Non-mobilizable	AP012175	0	3064	AP012175	2224	2323	2409	2511	2612	2731	2884	3067	3297	3625	4935
AP012176	1	5866	39.68632799	-	-	MOBQ	NC_020825_00004	-	-	-	-	Mobilizable	AP012176	0	7703	AP012176	448	464	478	488	501	509	522	538	557	597	853
AP012201	1	177718	29.19006516	rep_cluster_184	001266__CP006684_00001	-	-	-	-	-	-	Non-mobilizable	AP012201	0	7968	AP012201	171	177	183	188	192	196	200	205	214	241	420
AP012223	1	148801	64.40010484	rep_cluster_647	002102__AP017658_00105	MOBP	AP012223_00131	MPF_T	NC_015974_00107,NC_015974_00110,NC_015595_00083,NC_015595_00082,NC_015974_00115	-	-	Conjugative	AP012223	0	3209	AP012223	3820	4016	4231	4469	4729	5006	5372	5786	6258	6913	9313
AP012274	1	10497	53.92016767	-	-	-	-	-	-	-	-	Non-mobilizable	AP012274	0	8133	AP012274	22	22	22	23	23	24	26	29	35	57	219
AP012275	1	13478	50.03709749	-	-	-	-	-	-	-	-	Non-mobilizable	AP012275	0	8134	AP012275	22	22	22	23	24	25	27	30	36	58	220
AP012283	1	199075	29.10310185	rep_cluster_184	001266__CP006684_00001	-	-	-	-	-	-	Non-mobilizable	AP012283	0	7968	AP012283	171	177	183	188	192	196	200	205	214	242	423
AP012293	1	94348	46.08364777	-	-	-	-	-	-	-	-	Non-mobilizable	AP012293	0	8129	AP012293	25	25	25	26	27	28	30	33	39	61	223
AP012294	1	72893	45.65870523	-	-	-	-	-	-	-	-	Non-mobilizable	AP012294	0	8155	AP012294	5217	5514	5875	6287	6761	7308	7980	8803	9856	11408	17045
AP012295	1	29913	42.04192157	-	-	MOBQ	NC_017070_00013	-	-	-	-	Mobilizable	AP012295	0	8131	AP012295	23	23	23	24	25	26	28	31	37	59	221
AP012296	1	29781	48.37648165	rep_cluster_453	001797__NC_017077_00004	MOBF	NC_017077_00007	-	-	-	-	Mobilizable	AP012296	0	8132	AP012296	24	24	24	25	26	27	29	32	38	60	222
AP012297	1	4693	44.4278713	rep_cluster_408	001730__NC_017071_00001	-	-	-	-	-	-	Non-mobilizable	AP012297	0	8156	AP012297	5218	5515	5876	6288	6762	7309	7981	8804	9857	11409	17046
AP012298	1	2614	45.48584545	Inc13	000072__NC_017072_00001	-	-	-	-	-	-	Non-mobilizable	AP012298	0	2087	AP012298	4449	4703	4996	5325	5675	6077	6587	7181	7881	8900	12645
AP012299	1	285449	49.9507793	-	-	-	-	-	-	-	-	Non-mobilizable	AP012299	0	8130	AP012299	26	26	26	27	28	29	31	34	40	62	224
AP012300	1	73380	44.81602617	-	-	-	-	-	-	-	-	Non-mobilizable	AP012300	0	8157	AP012300	5219	5516	5877	6289	6763	7310	7982	8805	9858	11410	17047
AP012301	1	35182	46.67159343	-	-	-	-	-	-	-	-	Non-mobilizable	AP012301	0	8158	AP012301	5220	5517	5878	6290	6764	7311	7983	8806	9859	11411	17048
AP012339	1	81157	69.98780142	-	-	MOBP	AP012339_00066	MPF_T	NC_017081_00056,NC_017081_00060,NC_017081_00065	-	-	Conjugative	AP012339	0	8159	AP012339	5221	5518	5879	6291	6765	7312	7984	8807	9860	11412	17049
AP012343	1	4161	54.5541937	rep_cluster_2020	001454__CP021655	MOBV	NC_019014_00001	-	-	-	-	Mobilizable	AP012343	0	4301	AP012343	1979	2065	2136	2220	2299	2383	2503	2638	2820	3088	4226
AP012542	1	11154	42.52286175	-	-	MOBP	NC_012222_00016	-	-	-	-	Mobilizable	AP012542	0	4642	AP012542	2918	3052	3174	3313	3465	3626	3849	4095	4396	4839	6511
AP012543	1	10775	40.21345708	rep_cluster_1629	001018__AP012543_00001	-	-	-	-	-	-	Non-mobilizable	AP012543	0	2956	AP012543	3963	4168	4403	4661	4934	5235	5628	6065	6560	7239	9774
AP012545	1	26706	44.12866023	-	-	MOBP	NC_015979_00031	-	-	-	-	Mobilizable	AP012545	0	3114	AP012545	3879	4079	4299	4547	4811	5100	5474	5900	6380	7051	9519
AP012550	1	43128	29.59562233	rep_cluster_1142,rep_cluster_1018,rep_cluster_1281	000421__NC_013320_00022,000268__U32369_00002,000598__NC_005208_00002	MOBQ,MOBV	NC_013653_00017,NC_022618_00010	MPF_T	NC_010279_00007,NC_013653_00035	-	-	Conjugative	AP012550	0	2197	AP012550	4354	4600	4885	5205	5547	5930	6430	7011	7693	8675	12277
AP012552	1	19174	48.43016585	-	-	MOBC	AP012552_00010	MPF_T	NC_022533_00012,NC_022533_00014,NC_022533_00016,NC_013284_00016	-	-	Conjugative	AP012552	0	1994	AP012552	4487	4741	5035	5367	5721	6130	6645	7252	7961	8990	12773
AP012553	1	38222	48.90900528	rep_cluster_972	002456__AP012553_00041	-	-	-	-	-	-	Non-mobilizable	AP012553	0	6426	AP012553	1601	1670	1725	1799	1861	1927	2017	2124	2275	2492	3500
AP012556	1	194711	66.46568504	-	-	MOBF	KR997898_00063	-	-	-	-	Mobilizable	AP012556	0	7472	AP012556	646	669	693	711	734	753	775	796	826	875	1159
AP012602	1	4158	36.41173641	rep_cluster_137	000691__NC_020556_00001	-	-	-	-	-	-	Non-mobilizable	AP012602	0	2257	AP012602	4320	4563	4842	5156	5489	5867	6358	6932	7608	8587	12140
AP013037	1	181920	36.23735708	Inc18	000083__NC_022879_00029	MOBP	NC_022879_00062	MPF_T	NC_022879_00047,NC_022879_00051	-	-	Conjugative	AP013037	0	7375	AP013037	740	767	793	816	840	864	895	925	965	1021	1321
AP013038	1	82213	35.83496527	rep_cluster_185	001275__NC_022883_00027	MOBP	NC_021995_00038	MPF_T	NC_020208_00096	-	-	Conjugative	AP013038	0	2744	AP013038	4057	4273	4514	4787	5076	5398	5818	6301	6848	7648	10599
AP013039	1	38528	33.75207641	-	-	MOBT	HQ724512_00034	-	-	-	-	Mobilizable	AP013039	0	4434	AP013039	3065	3205	3339	3484	3647	3821	4059	4319	4633	5086	6797
AP013040	1	23629	35.26598671	-	-	-	-	-	-	-	-	Non-mobilizable	AP013040	0	4434	AP013040	3065	3205	3339	3484	3647	3821	4059	4320	4634	5087	6798
AP013041	1	2584	38.93188854	rep_cluster_943	002428__NC_022881_00001	-	-	-	-	-	-	Non-mobilizable	AP013041	0	2773	AP013041	4052	4268	4509	4782	5071	5393	5813	6296	6843	7643	10594
AP013062	1	309692	60.11165933	-	-	-	-	-	-	-	-	Non-mobilizable	AP013062	0	8160	AP013062	5222	5519	5880	6292	6766	7313	7985	8808	9861	11413	17050
AP013064	1	41517	61.46397861	IncP	000169__CP016835_00012	MOBP	NC_009739_00028	-	-	-	-	Mobilizable	AP013064	0	163	AP013064	4888	5182	5538	5939	6396	6925	7572	8356	9361	10848	16327
AP013065	1	58929	51.8980468	IncFII	CP001049	MOBF	AP013065_00059	-	-	-	-	Mobilizable	AP013065	0	4405	AP013065	3083	3223	3359	3506	3672	3848	4088	4351	4666	5120	6832
AP013067	1	86619	56.72542976	rep_cluster_1630	001027__NC_022358_00001	-	-	-	-	-	-	Non-mobilizable	AP013067	0	8161	AP013067	5223	5520	5881	6293	6767	7314	7986	8809	9862	11414	17051
AP014570	1	16368	63.06818182	-	-	-	-	-	-	-	-	Non-mobilizable	AP014570	0	8111	AP014570	42	43	44	45	47	48	50	54	61	83	247
AP014581	1	194177	59.30568502	-	-	MOBH	AP014581_00097	-	-	-	-	Mobilizable	AP014581	0	7805	AP014581	323	335	344	350	359	365	371	382	396	429	628
AP014611	1	169829	51.9958311	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077,NC_012885_00167	-	-	Conjugative	AP014611	0	152	AP014611	4791	5076	5416	5807	6247	6759	7379	8123	9065	10415	15455
AP014639	1	77793	49.29620917	-	-	-	-	-	-	-	-	Non-mobilizable	AP014639	0	8128	AP014639	5198	5495	5856	6268	6742	7289	7961	8784	9837	11389	17026
AP014641	1	44369	46.10426198	-	-	-	-	-	-	-	-	Non-mobilizable	AP014641	0	8127	AP014641	5197	5494	5855	6267	6741	7288	7960	8783	9836	11388	17025
AP014650	1	189354	39.52860779	rep_cluster_1254	000562__KT346360_00001	-	-	MPF_I	NZ_AFDA02000009_00090,NZ_AFDA02000009_00099,NZ_AFDA02000009_00100,NZ_AFDA02000009_00109	-	-	Non-mobilizable	AP014650	0	5822	AP014650	2076	2169	2246	2344	2437	2540	2678	2844	3053	3364	4613
AP014654	1	145082	46.15458844	IncFIB,IncFIA	000096__NC_019117_00097,CP022610_00144	MOBF	NC_010157_00072	-	-	-	-	Mobilizable	AP014654	0	2380	AP014654	2879	3011	3131	3264	3412	3572	3791	4032	4328	4758	6391
AP014659	1	212255	61.09066924	rep_cluster_602	002046__AP014659_00091	MOBQ	AP014659_00051	MPF_T	NC_007961_00020	-	-	Conjugative	AP014659	0	5500	AP014659	2291	2394	2488	2593	2696	2819	2983	3171	3407	3739	5068
AP014681	1	81630	40.42263874	rep_cluster_172,rep_cluster_1058	001134__CP003145_00001,000300__NC_008499_00039	MOBQ	NC_011352_00007	-	-	-	-	Mobilizable	AP014681	0	6518	AP014681	1519	1581	1630	1699	1756	1817	1899	1995	2138	2342	3198
AP014682	1	40971	39.42056577	rep_cluster_707	002176__NZ_AVAB01000114_00021	MOBQ,MOBP	NC_006377_00033,NC_015979_00031	MPF_T	NC_011352_00013,NC_011839_00038	-	-	Conjugative	AP014682	0	4344	AP014682	3121	3267	3409	3562	3737	3917	4165	4431	4748	5203	6924
AP014686	1	210438	61.56587689	rep_cluster_1965	001407__AP014686_00158	MOBQ	AP014686_00227	MPF_T	NC_011990_00129	-	-	Conjugative	AP014686	0	5498	AP014686	2290	2393	2487	2592	2694	2817	2981	3169	3405	3737	5066
AP014687	1	136288	61.13084057	rep_cluster_506	001879__NC_009475_00001	MOBP	NC_009475_00017	-	-	-	-	Mobilizable	AP014687	0	5501	AP014687	2292	2395	2489	2594	2697	2820	2984	3172	3408	3740	5069
AP014688	1	136153	61.66298209	rep_cluster_507	001880__NC_007961_00030	-	-	MPF_T	NC_007961_00025	-	-	Non-mobilizable	AP014688	0	5499	AP014688	2290	2393	2487	2592	2695	2818	2982	3170	3406	3738	5067
AP014707	1	85702	67.84439103	-	-	-	-	-	-	-	-	Non-mobilizable	AP014707	0	8162	AP014707	5224	5521	5882	6294	6768	7315	7987	8810	9863	11415	17052
AP014708	1	50170	70.33486147	-	-	-	-	-	-	-	-	Non-mobilizable	AP014708	0	6234	AP014708	1758	1832	1890	1969	2037	2108	2207	2323	2483	2707	3749
AP014709	1	38936	66.71717691	-	-	MOBF	AP014814_00005	-	-	-	-	Mobilizable	AP014709	0	6235	AP014709	1759	1833	1891	1970	2038	2109	2208	2324	2484	2708	3750
AP014713	1	6220	33.10289389	rep_cluster_137	000691__NC_020556_00001	-	-	-	-	-	-	Non-mobilizable	AP014713	0	2076	AP014713	3662	3851	4048	4276	4519	4781	5129	5526	5977	6603	8859
AP014720	1	313409	63.34789365	-	-	MOBP	AP014720_00384	-	-	-	-	Mobilizable	AP014720	0	7777	AP014720	370	383	395	401	410	416	423	436	451	486	692
AP014721	1	14696	60.41099619	-	-	-	-	-	-	-	-	Non-mobilizable	AP014721	0	8163	AP014721	5225	5522	5883	6295	6769	7316	7988	8811	9864	11416	17053
AP014801	1	111306	68.97561677	rep_cluster_567	001966__CP014598	-	-	-	-	-	-	Non-mobilizable	AP014801	0	6899	AP014801	1189	1240	1278	1331	1373	1420	1481	1547	1643	1791	2437
AP014802	1	106137	68.12515899	rep_cluster_565	001965__CP012664_00035	MOBP	NC_011960_00023	-	-	-	-	Mobilizable	AP014802	0	5452	AP014802	2326	2434	2530	2638	2742	2866	3031	3220	3457	3793	5130
AP014803	1	60897	67.3547137	rep_cluster_252	001530__CP010865_00002	-	-	-	-	-	-	Non-mobilizable	AP014803	0	7682	AP014803	463	479	496	507	520	528	541	558	577	617	879
AP014804	1	146197	47.3559649	IncFIB,IncFIA,IncFIC	000096__NC_019117_00097,000136__AP014877_00014,CR942285	MOBF,MOBF	NC_011980_00044,MF535908_00027	MPF_F	08-5333_00200,NC_010719_00096,NC_010719_00097,NC_019037_00027,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017630_00031,NC_019094_00090,NC_010409_00124,NC_022651_00077	MOBF	KY126370	Conjugative	AP014804	0	105	AP014804	4892	5188	5546	5950	6412	6945	7599	8394	9407	10899	16391
AP014805	1	83606	49.06346434	IncI-gamma/K1	MG764547	MOBP	NC_019097	MPF_I	NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085	MOBP	HM021326	Conjugative	AP014805	0	8	AP014805	835	864	893	922	949	977	1013	1058	1126	1228	1653
AP014806	1	46693	51.95639603	IncFIC,IncFIA	AY458016,000136__AP014877_00014	MOBF	NC_017627_00068	MPF_Unknown	08-5333_00200	-	-	Conjugative	AP014806	0	2886	AP014806	3998	4207	4443	4705	4986	5298	5704	6170	6690	7425	10158
AP014807	1	8599	46.67984649	rep_cluster_2350	CP041342_00001	MOBF	CP019897	-	-	-	-	Mobilizable	AP014807	0	1114	AP014807	879	911	941	974	1003	1034	1073	1128	1207	1334	1886
AP014810	1	64864	66.85218303	rep_cluster_684	002149__CP001512	MOBQ	AP014810_00015	-	-	-	-	Mobilizable	AP014810	0	2167	AP014810	4386	4634	4922	5248	5593	5984	6487	7076	7767	8768	12445
AP014811	1	59879	64.39820304	-	-	MOBF	NC_012989_00023	-	-	-	-	Mobilizable	AP014811	0	6394	AP014811	1624	1693	1748	1823	1886	1952	2042	2150	2302	2520	3533
AP014812	1	42569	64.80302568	rep_cluster_433	001774__CP015370_00007	MOBF	AP014814_00005	-	-	-	-	Mobilizable	AP014812	0	2169	AP014812	4386	4635	4924	5250	5595	5986	6489	7078	7769	8770	12447
AP014813	1	41417	62.47434628	-	-	MOBP	AP014813_00011	-	-	-	-	Mobilizable	AP014813	0	8164	AP014813	5226	5523	5884	6296	6770	7317	7989	8812	9865	11417	17054
AP014814	1	29506	64.18355589	-	-	MOBF	AP014814_00005	-	-	-	-	Mobilizable	AP014814	0	4983	AP014814	2682	2804	2911	3034	3159	3299	3491	3702	3958	4317	5727
AP014816	1	60790	31.94110873	-	-	-	-	-	-	-	-	Non-mobilizable	AP014816	0	8122	AP014816	28	29	29	30	31	32	34	37	43	65	227
AP014817	1	57874	34.84466254	-	-	-	-	-	-	-	-	Non-mobilizable	AP014817	0	8123	AP014817	29	30	30	31	32	33	35	38	44	66	228
AP014818	1	17905	31.02485339	-	-	-	-	-	-	-	-	Non-mobilizable	AP014818	0	8165	AP014818	5227	5524	5885	6297	6771	7318	7990	8813	9866	11418	17055
AP014819	1	16994	29.3044604	-	-	-	-	-	-	-	-	Non-mobilizable	AP014819	0	8166	AP014819	5228	5525	5886	6298	6772	7319	7991	8814	9867	11419	17056
AP014820	1	5106	26.7528398	-	-	-	-	-	-	-	-	Non-mobilizable	AP014820	0	8167	AP014820	5229	5526	5887	6299	6773	7320	7992	8815	9868	11420	17057
AP014822	1	41943	33.66711966	-	-	-	-	-	-	-	-	Non-mobilizable	AP014822	0	8125	AP014822	27	27	27	28	29	30	32	35	41	63	225
AP014823	1	29076	32.03329206	-	-	-	-	-	-	-	-	Non-mobilizable	AP014823	0	8126	AP014823	27	28	28	29	30	31	33	36	42	64	226
AP014824	1	49712	33.94351464	-	-	-	-	-	-	-	-	Non-mobilizable	AP014824	0	6400	AP014824	1620	1689	1744	1819	1882	1948	2038	2146	2298	2516	3529
AP014825	1	48007	32.42027204	-	-	-	-	-	-	-	-	Non-mobilizable	AP014825	0	3502	AP014825	3632	3817	4012	4236	4474	4732	5075	5466	5913	6536	8784
AP014826	1	32475	35.79676674	-	-	-	-	-	-	-	-	Non-mobilizable	AP014826	0	6401	AP014826	1621	1690	1745	1820	1883	1949	2039	2147	2299	2517	3530
AP014827	1	10375	30.60240964	-	-	-	-	-	-	-	-	Non-mobilizable	AP014827	0	8168	AP014827	5230	5527	5888	6300	6774	7321	7993	8816	9869	11421	17058
AP014828	1	37779	36.73469388	-	-	-	-	-	-	-	-	Non-mobilizable	AP014828	0	8124	AP014828	30	31	31	32	33	34	36	39	45	67	229
AP014829	1	10930	29.68892955	-	-	-	-	-	-	-	-	Non-mobilizable	AP014829	0	8169	AP014829	5231	5528	5889	6301	6775	7322	7994	8817	9870	11422	17059
AP014830	1	5754	31.92561696	-	-	-	-	-	-	-	-	Non-mobilizable	AP014830	0	8120	AP014830	31	32	32	33	34	35	37	40	46	68	230
AP014831	1	5251	32.24147781	-	-	-	-	-	-	-	-	Non-mobilizable	AP014831	0	8121	AP014831	31	32	32	33	35	36	38	41	47	69	231
AP014832	1	4576	27.62237762	-	-	-	-	-	-	-	-	Non-mobilizable	AP014832	0	8118	AP014832	32	33	33	34	36	37	39	42	48	70	232
AP014834	1	181769	32.52919915	rep_cluster_125	000558__CP013279	MOBP	NC_012579_00171	MPF_T	NC_018501_00133,NC_017203_00099	-	-	Conjugative	AP014834	0	3262	AP014834	3797	3993	4205	4441	4698	4970	5330	5740	6204	6852	9222
AP014835	1	94818	33.06439706	rep_cluster_163	001021__NC_002146_00042	MOBP	AP014835_00002	MPF_T	NC_020240_00009	-	-	Conjugative	AP014835	0	3313	AP014835	3749	3941	4144	4373	4624	4892	5243	5647	6101	6733	9032
AP014837	1	6436	40.91050342	rep_cluster_1550	000918__AP014837_00001	-	-	-	-	-	-	Non-mobilizable	AP014837	0	8170	AP014837	5232	5529	5890	6302	6776	7323	7995	8818	9871	11423	17060
AP014859	1	183746	44.91090963	rep_cluster_1486,rep_cluster_557	000825__CP009849_00015,001953__CP013250_00105	MOBC	CP013250_00065	-	-	-	-	Mobilizable	AP014859	0	7121	AP014859	978	1019	1051	1092	1127	1165	1208	1266	1350	1479	2079
AP014860	1	69078	45.86409566	rep_cluster_1486	000825__CP009849_00015	MOBC	CP013250_00065	-	-	-	-	Mobilizable	AP014860	0	5866	AP014860	2035	2123	2198	2287	2374	2470	2596	2743	2937	3220	4409
AP014861	1	118241	44.11160257	rep_cluster_557	001953__CP013250_00105	MOBC	CP013250_00065	-	-	-	-	Mobilizable	AP014861	0	7121	AP014861	978	1019	1051	1092	1127	1165	1208	1266	1350	1480	2080
AP014863	1	59815	60.47646911	-	-	MOBP	AP014863_00037	-	-	-	-	Mobilizable	AP014863	0	2638	AP014863	4140	4362	4614	4899	5199	5538	5982	6489	7066	7904	10962
AP014866	1	293217	33.37971536	rep_cluster_125,rep_cluster_1721	000558__CP013279,001137__CP004861	-	-	MPF_T	NC_018501_00133,NC_017203_00099	-	-	Non-mobilizable	AP014866	0	3244	AP014866	3791	3987	4195	4427	4682	4953	5311	5719	6181	6827	9176
AP014867	1	130548	32.82317615	rep_cluster_1721,rep_cluster_125	001137__CP004861,000558__CP013279	-	-	-	-	-	-	Non-mobilizable	AP014867	0	3251	AP014867	3794	3990	4200	4434	4689	4960	5318	5726	6188	6835	9186
AP014868	1	54355	34.49176709	rep_cluster_1721	001137__CP004861	MOBC	CP004862_00040	-	-	-	-	Mobilizable	AP014868	0	3236	AP014868	3803	3999	4211	4447	4705	4978	5339	5749	6214	6863	9246
AP014869	1	23773	33.07954402	-	-	-	-	-	-	-	-	Non-mobilizable	AP014869	0	3242	AP014869	3801	3997	4209	4445	4703	4976	5337	5747	6212	6860	9239
AP014870	1	14827	37.3777568	-	-	-	-	-	-	-	-	Non-mobilizable	AP014870	0	3966	AP014870	3374	3535	3704	3879	4083	4291	4575	4888	5263	5793	7707
AP014871	1	11769	31.78689778	rep_cluster_814	002297__NC_020250	MOBT	AP014871_00020	-	-	-	-	Mobilizable	AP014871	0	3163	AP014871	3845	4044	4263	4505	4766	5052	5423	5841	6316	6976	9414
AP014872	1	7812	32.42447517	rep_cluster_617	002066__NC_020243_00001	-	-	-	-	-	-	Non-mobilizable	AP014872	0	3274	AP014872	3782	3977	4184	4414	4668	4937	5293	5701	6160	6801	9127
AP014876	1	71214	51.9518634	IncFIA,IncFIC	MK878891_00042,AY458016	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_019094_00068,NC_010719_00097,NC_008460_00107,08-5333_00200	MOBP	AP014804	Conjugative	AP014876	0	110	AP014876	4892	5188	5546	5950	6415	6950	7609	8412	9438	10953	16506
